מספר_הזמנה,תאריך,שנה,חודש,יום_בשבוע,עונה,חג,רשת,עיר,אזור,קטגוריה,תת_קטגוריה,מוצר,כמות,מחיר_יחידה,הנחה_אחוז,מכירות_ש,רווח_ש,אחוז_רווח
IL-09011,2024-12-25,2024,12,רביעי,חורף,חנוכה,יינות ביתן,הרצליה,שרון,בריאות ויופי,ויטמינים,ויטמין C 1000,5,70.2,0.0,351.0,109.29,31.1
IL-09012,2023-09-08,2023,9,שישי,סתיו,,רמי לוי,בית שמש,ירושלים,מזון ומשקאות,לחם ומאפים,פיתות,5,7.12,0.2,35.6,4.73,13.3
IL-09013,2022-10-14,2022,10,שישי,סתיו,,שופרסל,באר שבע,דרום,בריאות ויופי,קוסמטיקה,שפתון L'Oreal,5,44.1,0.1,220.5,69.81,31.7
IL-09014,2023-05-19,2023,5,שישי,אביב,,יינות ביתן,באר שבע,דרום,מזון ומשקאות,חטיפים,דיאגו,2,8.42,0.15,16.84,1.99,11.8
IL-09015,2022-06-13,2022,6,שני,קיץ,,רמי לוי,פתח תקווה,מרכז,מזון ומשקאות,לחם ומאפים,לחם אחיד,6,6.38,0.15,38.28,4.16,10.9
IL-09016,2022-07-17,2022,7,ראשון,קיץ,,חצי חינם,פתח תקווה,מרכז,בריאות ויופי,היגיינה,שמפו Head&Shoulders,4,28.4,0.05,113.6,40.94,36.0
IL-09017,2023-10-27,2023,10,שישי,סתיו,,שופרסל,בני ברק,מרכז,בית וגן,שינה,כרית שינה,4,84.55,0.05,338.2,87.26,25.8
IL-09018,2022-01-17,2022,1,שני,חורף,,יינות ביתן,תל אביב,מרכז,בית וגן,ניקיון,מגב רצפה,6,39.0,0.0,234.0,60.32,25.8
IL-09019,2022-04-21,2022,4,חמישי,אביב,,שופרסל,אשקלון,דרום,אלקטרוניקה,מחשבים,לפטופ Lenovo,7,2999.0,0.0,20993.0,5114.52,24.4
IL-09020,2024-09-01,2024,9,ראשון,סתיו,,מגה,חולון,מרכז,בית וגן,גינה,אדמת גינה,5,29.0,0.0,145.0,44.85,30.9
IL-09021,2023-06-10,2023,6,שבת,קיץ,,ויקטורי,בני ברק,מרכז,ביגוד והנעלה,נשים,שמלת קיץ,1,119.2,0.2,119.2,33.19,27.8
IL-09022,2023-04-21,2023,4,שישי,אביב,,חצי חינם,נצרת,צפון,ביגוד והנעלה,ילדים,חליפת תינוק,8,67.15,0.15,537.2,178.91,33.3
IL-09023,2024-06-09,2024,6,ראשון,קיץ,,ויקטורי,הרצליה,שרון,אלקטרוניקה,טלפונים,Xiaomi 13,6,1349.1,0.1,8094.6,1017.01,12.6
IL-09024,2023-12-04,2023,12,שני,חורף,,רמי לוי,נצרת,צפון,מזון ומשקאות,חטיפים,במבה,5,4.72,0.2,23.6,2.16,9.2
IL-09025,2023-11-30,2023,11,חמישי,חורף,,יינות ביתן,נהריה,צפון,בית וגן,גינה,זרנוק גינה,3,89.0,0.0,267.0,49.62,18.6
IL-09026,2023-02-26,2023,2,ראשון,חורף,,רמי לוי,ראשון לציון,מרכז,מזון ומשקאות,לחם ומאפים,חלה גדולה,6,13.41,0.1,80.46,9.32,11.6
IL-09027,2024-10-24,2024,10,חמישי,סתיו,,יינות ביתן,נהריה,צפון,אלקטרוניקה,מטעני חשמל,מטען מהיר USB-C,4,89.0,0.0,356.0,51.88,14.6
IL-09028,2024-09-04,2024,9,רביעי,סתיו,,שופרסל,נצרת,צפון,ביגוד והנעלה,גברים,חולצת פולו,6,94.05,0.05,564.3,198.52,35.2
IL-09029,2024-07-11,2024,7,חמישי,קיץ,,שופרסל,הרצליה,שרון,בית וגן,ניקיון,שואב אבק,3,319.2,0.2,957.6,221.44,23.1
IL-09030,2023-09-07,2023,9,חמישי,סתיו,,חצי חינם,בני ברק,מרכז,ביגוד והנעלה,ילדים,כובע ספורט,8,49.0,0.0,392.0,138.18,35.2
IL-09031,2024-06-16,2024,6,ראשון,קיץ,,שופרסל,ראשון לציון,מרכז,אלקטרוניקה,טלפונים,Samsung Galaxy,7,2239.2,0.2,15674.4,2626.29,16.8
IL-09032,2024-12-14,2024,12,שבת,חורף,,שופרסל,חולון,מרכז,מזון ומשקאות,לחם ומאפים,חלה גדולה,3,14.15,0.05,42.45,7.01,16.5
IL-09033,2023-08-29,2023,8,שלישי,קיץ,,יינות ביתן,ירושלים,ירושלים,בית וגן,סלון,מנורת שולחן,5,122.55,0.05,612.75,197.51,32.2
IL-09034,2024-12-18,2024,12,רביעי,חורף,,מגה,בני ברק,מרכז,בריאות ויופי,קוסמטיקה,פאודר פנים,2,71.2,0.2,142.4,48.92,34.4
IL-09035,2022-01-26,2022,1,רביעי,חורף,,יינות ביתן,אשקלון,דרום,מזון ומשקאות,לחם ומאפים,חלה גדולה,6,13.41,0.1,80.46,8.87,11.0
IL-09036,2024-09-02,2024,9,שני,סתיו,,ויקטורי,פתח תקווה,מרכז,אלקטרוניקה,מחשבים,טאבלט iPad,8,2499.0,0.0,19992.0,4789.31,24.0
IL-09037,2022-03-12,2022,3,שבת,אביב,,חצי חינם,חיפה,צפון,מזון ומשקאות,חטיפים,ביסלי,7,6.9,0.0,48.3,3.55,7.3
IL-09038,2023-01-13,2023,1,שישי,חורף,,חצי חינם,ראשון לציון,מרכז,מזון ומשקאות,לחם ומאפים,לחם אחיד,8,6.0,0.2,48.0,3.74,7.8
IL-09039,2022-11-29,2022,11,שלישי,חורף,,יינות ביתן,הרצליה,שרון,בריאות ויופי,תרופות OTC,אספירין,4,14.15,0.05,56.6,17.97,31.7
IL-09040,2024-04-28,2024,4,ראשון,אביב,,חצי חינם,הרצליה,שרון,ביגוד והנעלה,אביזרים,כובע קיץ,1,65.55,0.05,65.55,27.38,41.8
IL-09041,2023-10-03,2023,10,שלישי,סתיו,,חצי חינם,נהריה,צפון,בריאות ויופי,תרופות OTC,וויקס,2,22.41,0.1,44.82,14.07,31.4
IL-09042,2024-04-08,2024,4,שני,אביב,,חצי חינם,באר שבע,דרום,ביגוד והנעלה,נשים,מכנסי ספורט,4,129.0,0.0,516.0,177.76,34.4
IL-09043,2023-11-14,2023,11,שלישי,חורף,,שופרסל,אשקלון,דרום,אלקטרוניקה,טלפונים,iPhone 15,2,3599.1,0.1,7198.2,984.3,13.7
IL-09044,2024-08-23,2024,8,שישי,קיץ,,חצי חינם,תל אביב,מרכז,מזון ומשקאות,מוצרי חלב,חלב תנובה 3%,3,6.9,0.0,20.7,3.07,14.8
IL-09045,2022-09-19,2022,9,שני,סתיו,,מגה,תל אביב,מרכז,אלקטרוניקה,מחשבים,טאבלט iPad,3,2499.0,0.0,7497.0,1563.84,20.9
IL-09046,2023-04-27,2023,4,חמישי,אביב,,חצי חינם,נהריה,צפון,ביגוד והנעלה,הנעלה,נייקי אייר,1,399.0,0.0,399.0,149.1,37.4
IL-09047,2024-05-19,2024,5,ראשון,אביב,,שופרסל,בית שמש,ירושלים,בית וגן,מטבח,סיר נירוסטה,2,149.0,0.0,298.0,77.81,26.1
IL-09048,2024-08-20,2024,8,שלישי,קיץ,,יינות ביתן,נתניה,שרון,אלקטרוניקה,אוזניות,Sony WH-1000,6,809.1,0.1,4854.6,770.9,15.9
IL-09049,2022-07-24,2022,7,ראשון,קיץ,,שופרסל,אשקלון,דרום,בית וגן,סלון,מנורת שולחן,1,103.2,0.2,103.2,24.89,24.1
IL-09050,2024-03-14,2024,3,חמישי,אביב,,מגה,בית שמש,ירושלים,מזון ומשקאות,משקאות,מים נביעות 6פ',6,14.15,0.05,84.9,10.4,12.2
IL-09051,2024-05-29,2024,5,רביעי,אביב,,שופרסל,אשקלון,דרום,אלקטרוניקה,טלוויזיות,"Samsung 55""",2,2659.05,0.05,5318.1,784.89,14.8
IL-09052,2022-02-10,2022,2,חמישי,חורף,,מגה,חולון,מרכז,מזון ומשקאות,לחם ומאפים,פיתות,5,7.12,0.2,35.6,3.01,8.5
IL-09053,2023-11-28,2023,11,שלישי,חורף,,ויקטורי,תל אביב,מרכז,אלקטרוניקה,מחשבים,טאבלט iPad,8,1999.2,0.2,15993.6,2675.56,16.7
IL-09054,2022-05-05,2022,5,חמישי,אביב,,חצי חינם,הרצליה,שרון,ביגוד והנעלה,נשים,חולצת כותנה,2,75.65,0.15,151.3,50.73,33.5
IL-09055,2023-06-11,2023,6,ראשון,קיץ,,חצי חינם,אשקלון,דרום,ביגוד והנעלה,הנעלה,סנדלי נוחות,7,179.1,0.1,1253.7,418.56,33.4
IL-09056,2024-05-01,2024,5,רביעי,אביב,,ויקטורי,בית שמש,ירושלים,בית וגן,שינה,שמיכת קיץ,2,149.0,0.0,298.0,87.61,29.4
IL-09057,2022-12-06,2022,12,שלישי,חורף,,יינות ביתן,אשדוד,דרום,ביגוד והנעלה,גברים,חולצת פולו,1,79.2,0.2,79.2,27.91,35.2
IL-09058,2022-01-28,2022,1,שישי,חורף,,חצי חינם,נתניה,שרון,מזון ומשקאות,לחם ומאפים,חלה גדולה,5,14.9,0.0,74.5,8.3,11.1
IL-09059,2024-07-05,2024,7,שישי,קיץ,,מגה,נצרת,צפון,בית וגן,מטבח,סיר נירוסטה,8,149.0,0.0,1192.0,340.3,28.5
IL-09060,2024-11-05,2024,11,שלישי,חורף,,רמי לוי,אשקלון,דרום,אלקטרוניקה,מחשבים,לפטופ Lenovo,6,2399.2,0.2,14395.2,2162.94,15.0
IL-09061,2023-04-02,2023,4,ראשון,אביב,,ויקטורי,חולון,מרכז,בית וגן,סלון,מנורת שולחן,3,103.2,0.2,309.6,87.67,28.3
IL-09062,2023-03-05,2023,3,ראשון,אביב,,רמי לוי,אשדוד,דרום,ביגוד והנעלה,ילדים,חליפת תינוק,2,79.0,0.0,158.0,56.01,35.4
IL-09063,2023-07-20,2023,7,חמישי,קיץ,,ויקטורי,ראשון לציון,מרכז,בית וגן,ניקיון,מגב רצפה,8,35.1,0.1,280.8,65.96,23.5
IL-09064,2024-05-13,2024,5,שני,אביב,,ויקטורי,נתניה,שרון,מזון ומשקאות,מוצרי חלב,יוגורט דנונה,1,4.5,0.0,4.5,0.67,14.9
IL-09065,2022-02-08,2022,2,שלישי,חורף,,מגה,הרצליה,שרון,בריאות ויופי,תרופות OTC,אקמול 500מג,7,18.9,0.0,132.3,38.84,29.4
IL-09066,2023-07-04,2023,7,שלישי,קיץ,,יינות ביתן,חיפה,צפון,אלקטרוניקה,מטעני חשמל,מטען מהיר USB-C,4,89.0,0.0,356.0,65.04,18.3
IL-09067,2024-11-06,2024,11,רביעי,חורף,,יינות ביתן,באר שבע,דרום,מזון ומשקאות,בשר ועוף,"חזה עוף ק""ג",3,36.95,0.05,110.85,17.17,15.5
IL-09068,2024-03-07,2024,3,חמישי,אביב,,רמי לוי,הרצליה,שרון,מזון ומשקאות,בשר ועוף,"כנפיים ק""ג",6,21.16,0.15,126.96,18.76,14.8
IL-09069,2023-12-20,2023,12,רביעי,חורף,,יינות ביתן,באר שבע,דרום,מזון ומשקאות,משקאות,קוקה קולה 1.5L,8,7.9,0.0,63.2,7.65,12.1
IL-09070,2024-10-17,2024,10,חמישי,סתיו,,מגה,אשקלון,דרום,בית וגן,שינה,כרית שינה,4,89.0,0.0,356.0,95.81,26.9
IL-09071,2024-11-08,2024,11,שישי,חורף,,רמי לוי,הרצליה,שרון,בריאות ויופי,קוסמטיקה,קרם לחות SPF,8,69.0,0.0,552.0,192.33,34.8
IL-09072,2023-07-30,2023,7,ראשון,קיץ,,מגה,בני ברק,מרכז,בית וגן,גינה,אדמת גינה,6,29.0,0.0,174.0,52.24,30.0
IL-09073,2022-08-04,2022,8,חמישי,קיץ,,רמי לוי,באר שבע,דרום,בריאות ויופי,תרופות OTC,אקמול 500מג,6,16.06,0.15,96.36,29.05,30.1
IL-09074,2023-09-03,2023,9,ראשון,סתיו,,שופרסל,נתניה,שרון,בריאות ויופי,היגיינה,שמפו Head&Shoulders,4,29.9,0.0,119.6,35.42,29.6
IL-09075,2024-04-05,2024,4,שישי,אביב,פסח,מגה,אשדוד,דרום,ביגוד והנעלה,הנעלה,נייקי אייר,2,947.62,0.05,1895.24,545.51,28.8
IL-09076,2024-07-08,2024,7,שני,קיץ,,רמי לוי,חולון,מרכז,בית וגן,מטבח,סיר נירוסטה,1,141.55,0.05,141.55,40.29,28.5
IL-09077,2024-01-11,2024,1,חמישי,חורף,,ויקטורי,חולון,מרכז,מזון ומשקאות,בשר ועוף,"בשר טחון ק""ג",8,52.9,0.0,423.2,49.73,11.8
IL-09078,2023-01-12,2023,1,חמישי,חורף,,יינות ביתן,חיפה,צפון,אלקטרוניקה,טלפונים,Xiaomi 13,1,1349.1,0.1,1349.1,288.82,21.4
IL-09079,2022-11-16,2022,11,רביעי,חורף,,ויקטורי,הרצליה,שרון,אלקטרוניקה,טלוויזיות,"LG 50""",6,2184.05,0.05,13104.3,2499.93,19.1
IL-09080,2022-02-15,2022,2,שלישי,חורף,,שופרסל,בני ברק,מרכז,בריאות ויופי,ויטמינים,ויטמין D3,7,44.0,0.0,308.0,110.89,36.0
IL-09081,2024-01-07,2024,1,ראשון,חורף,,ויקטורי,בית שמש,ירושלים,מזון ומשקאות,מוצרי חלב,יוגורט דנונה,3,4.05,0.1,12.15,1.2,9.9
IL-09082,2022-09-23,2022,9,שישי,סתיו,,שופרסל,נתניה,שרון,מזון ומשקאות,פירות וירקות,"תפוחים ק""ג",7,11.9,0.0,83.3,12.84,15.4
IL-09083,2023-03-26,2023,3,ראשון,אביב,,יינות ביתן,ירושלים,ירושלים,אלקטרוניקה,טלפונים,Xiaomi 13,8,1499.0,0.0,11992.0,1968.28,16.4
IL-09084,2023-04-03,2023,4,שני,אביב,,חצי חינם,חולון,מרכז,בית וגן,סלון,כרית נוי,5,53.1,0.1,265.5,80.53,30.3
IL-09085,2022-10-03,2022,10,שני,סתיו,,חצי חינם,נצרת,צפון,בריאות ויופי,ויטמינים,ויטמין D3,2,39.6,0.1,79.2,21.88,27.6
IL-09086,2024-04-07,2024,4,ראשון,אביב,,חצי חינם,ראשון לציון,מרכז,בית וגן,שינה,ציפית,7,26.1,0.1,182.7,52.44,28.7
IL-09087,2024-06-03,2024,6,שני,קיץ,,מגה,חולון,מרכז,ביגוד והנעלה,ילדים,כובע ספורט,7,49.0,0.0,343.0,99.63,29.0
IL-09088,2022-12-14,2022,12,רביעי,חורף,,שופרסל,פתח תקווה,מרכז,בית וגן,גינה,אדמת גינה,3,29.0,0.0,87.0,23.66,27.2
IL-09089,2023-12-04,2023,12,שני,חורף,,רמי לוי,נצרת,צפון,מזון ומשקאות,מוצרי חלב,חלב תנובה 3%,6,6.21,0.1,37.26,4.96,13.3
IL-09090,2022-05-01,2022,5,ראשון,אביב,,חצי חינם,באר שבע,דרום,בריאות ויופי,ויטמינים,מגנזיום,7,41.65,0.15,291.55,88.74,30.4
IL-09091,2023-05-19,2023,5,שישי,אביב,,חצי חינם,בני ברק,מרכז,ביגוד והנעלה,אביזרים,חגורת עור,1,80.1,0.1,80.1,25.51,31.8
IL-09092,2024-11-26,2024,11,שלישי,חורף,,רמי לוי,ירושלים,ירושלים,ביגוד והנעלה,אביזרים,ארנק עור,4,149.0,0.0,596.0,223.73,37.5
IL-09093,2023-01-17,2023,1,שלישי,חורף,,חצי חינם,חיפה,צפון,אלקטרוניקה,טלוויזיות,"LG 50""",4,2299.0,0.0,9196.0,1626.74,17.7
IL-09094,2022-04-07,2022,4,חמישי,אביב,,יינות ביתן,חיפה,צפון,אלקטרוניקה,מחשבים,טאבלט iPad,2,2249.1,0.1,4498.2,743.61,16.5
IL-09095,2024-08-28,2024,8,רביעי,קיץ,,ויקטורי,ראשון לציון,מרכז,בית וגן,מטבח,סיר נירוסטה,1,149.0,0.0,149.0,41.91,28.1
IL-09096,2023-08-06,2023,8,ראשון,קיץ,,רמי לוי,תל אביב,מרכז,מזון ומשקאות,פירות וירקות,"עגבניות ק""ג",7,7.9,0.0,55.3,11.01,19.9
IL-09097,2024-10-17,2024,10,חמישי,סתיו,,מגה,בני ברק,מרכז,בית וגן,שינה,כרית שינה,8,75.65,0.15,605.2,190.4,31.5
IL-09098,2022-05-16,2022,5,שני,אביב,,מגה,נצרת,צפון,בריאות ויופי,תרופות OTC,אקמול 500מג,1,18.9,0.0,18.9,6.71,35.5
IL-09099,2022-02-01,2022,2,שלישי,חורף,,שופרסל,הרצליה,שרון,אלקטרוניקה,מחשבים,לפטופ Lenovo,3,2549.15,0.15,7647.45,1476.47,19.3
IL-09100,2022-08-29,2022,8,שני,קיץ,,יינות ביתן,בני ברק,מרכז,בריאות ויופי,תרופות OTC,אספירין,1,14.9,0.0,14.9,4.84,32.5
IL-09101,2022-07-11,2022,7,שני,קיץ,,רמי לוי,אשדוד,דרום,בריאות ויופי,קוסמטיקה,קרם לחות SPF,6,58.65,0.15,351.9,87.31,24.8
IL-09102,2022-06-09,2022,6,חמישי,קיץ,,רמי לוי,נהריה,צפון,בית וגן,ניקיון,סבון כלים Fairy,5,12.9,0.0,64.5,16.75,26.0
IL-09103,2024-05-11,2024,5,שבת,אביב,,ויקטורי,ירושלים,ירושלים,מזון ומשקאות,חטיפים,דיאגו,5,9.4,0.05,47.0,4.96,10.6
IL-09104,2022-07-22,2022,7,שישי,קיץ,,חצי חינם,ירושלים,ירושלים,בריאות ויופי,קוסמטיקה,קרם לחות SPF,7,69.0,0.0,483.0,127.39,26.4
IL-09105,2024-06-26,2024,6,רביעי,קיץ,,ויקטורי,בני ברק,מרכז,מזון ומשקאות,משקאות,מיץ טבעי,2,12.9,0.0,25.8,2.2,8.5
IL-09106,2024-11-21,2024,11,חמישי,חורף,,חצי חינם,חיפה,צפון,מזון ומשקאות,חטיפים,ביסלי,1,5.52,0.2,5.52,0.33,6.0
IL-09107,2024-11-12,2024,11,שלישי,חורף,,רמי לוי,אשקלון,דרום,אלקטרוניקה,מטעני חשמל,מטען מהיר USB-C,7,89.0,0.0,623.0,111.42,17.9
IL-09108,2024-05-14,2024,5,שלישי,אביב,,יינות ביתן,ראשון לציון,מרכז,בית וגן,גינה,אדמת גינה,7,26.1,0.1,182.7,55.64,30.5
IL-09109,2022-05-25,2022,5,רביעי,אביב,,ויקטורי,פתח תקווה,מרכז,בית וגן,ניקיון,שואב אבק,2,379.05,0.05,758.1,237.44,31.3
IL-09110,2022-11-20,2022,11,ראשון,חורף,,חצי חינם,אשדוד,דרום,בית וגן,ניקיון,שואב אבק,1,339.15,0.15,339.15,99.18,29.2
IL-09111,2024-10-25,2024,10,שישי,סתיו,,חצי חינם,אשקלון,דרום,בית וגן,ניקיון,מגב רצפה,8,31.2,0.2,249.6,62.67,25.1
IL-09112,2023-08-31,2023,8,חמישי,קיץ,,יינות ביתן,הרצליה,שרון,בית וגן,שינה,ציפית,8,27.55,0.05,220.4,48.94,22.2
IL-09113,2023-10-17,2023,10,שלישי,סתיו,,ויקטורי,נהריה,צפון,בית וגן,ניקיון,מגב רצפה,4,33.15,0.15,132.6,30.14,22.7
IL-09114,2024-11-04,2024,11,שני,חורף,,שופרסל,תל אביב,מרכז,בית וגן,שינה,כרית שינה,7,80.1,0.1,560.7,135.65,24.2
IL-09115,2022-09-30,2022,9,שישי,סתיו,,חצי חינם,חולון,מרכז,אלקטרוניקה,טלוויזיות,"Samsung 55""",4,2519.1,0.1,10076.4,1545.06,15.3
IL-09116,2023-05-05,2023,5,שישי,אביב,,ויקטורי,בני ברק,מרכז,ביגוד והנעלה,גברים,תחתון כותנה,3,37.05,0.05,111.15,38.37,34.5
IL-09117,2024-10-18,2024,10,שישי,סתיו,,יינות ביתן,נצרת,צפון,בית וגן,שינה,שמיכת קיץ,1,141.55,0.05,141.55,35.33,25.0
IL-09118,2023-05-19,2023,5,שישי,אביב,,יינות ביתן,באר שבע,דרום,ביגוד והנעלה,ילדים,נעלי ילדים,1,101.15,0.15,101.15,36.43,36.0
IL-09119,2024-01-07,2024,1,ראשון,חורף,,שופרסל,פתח תקווה,מרכז,בית וגן,סלון,כרית נוי,2,59.0,0.0,118.0,32.22,27.3
IL-09120,2023-03-23,2023,3,חמישי,אביב,פורים,חצי חינם,תל אביב,מרכז,ביגוד והנעלה,אביזרים,כובע קיץ,3,104.88,0.2,314.64,110.22,35.0
IL-09121,2024-11-06,2024,11,רביעי,חורף,,שופרסל,נצרת,צפון,אלקטרוניקה,מחשבים,טאבלט iPad,6,2499.0,0.0,14994.0,3211.83,21.4
IL-09122,2024-10-20,2024,10,ראשון,סתיו,,יינות ביתן,בית שמש,ירושלים,אלקטרוניקה,טלפונים,Xiaomi 13,4,1424.05,0.05,5696.2,823.63,14.5
IL-09123,2022-03-07,2022,3,שני,אביב,,יינות ביתן,חיפה,צפון,בריאות ויופי,תרופות OTC,וויקס,1,23.65,0.05,23.65,7.87,33.3
IL-09124,2022-09-18,2022,9,ראשון,סתיו,,חצי חינם,חולון,מרכז,מזון ומשקאות,בשר ועוף,"כנפיים ק""ג",5,24.9,0.0,124.5,14.89,12.0
IL-09125,2023-09-20,2023,9,רביעי,סתיו,,יינות ביתן,בני ברק,מרכז,מזון ומשקאות,חטיפים,במבה,5,4.72,0.2,23.6,2.6,11.0
IL-09126,2024-07-19,2024,7,שישי,קיץ,,חצי חינם,תל אביב,מרכז,בריאות ויופי,היגיינה,משחת שיניים,7,14.15,0.05,99.05,34.33,34.7
IL-09127,2022-09-12,2022,9,שני,סתיו,,חצי חינם,ראשון לציון,מרכז,בית וגן,סלון,שולחן קפה,6,319.2,0.2,1915.2,586.76,30.6
IL-09128,2024-02-12,2024,2,שני,חורף,,מגה,חולון,מרכז,אלקטרוניקה,טלוויזיות,"LG 50""",1,2069.1,0.1,2069.1,313.69,15.2
IL-09129,2023-05-29,2023,5,שני,אביב,,ויקטורי,ראשון לציון,מרכז,אלקטרוניקה,טלוויזיות,"LG 50""",3,2299.0,0.0,6897.0,1203.77,17.5
